,portrait_50,categories2,profile_type,title,skills,country,description,name,last_activity,rate,member_since,portfolio_items_count,id,test_passed_count,feedback
11912,https://odesk-prod-portraits.s3.amazonaws.com/Users:wesplucas:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=Ix3yhBlsz7v4Sm2k%2FKUz%2Bo%2BmPPg%3D&1487647608657129,Writing--Design & Creative,Independent,"Content, Formal or Blog Writer with Great Proofreading Skills",ap-style-writing--adobe-creative-suite--microsoft-office--creative-writing--press-release-writing--blog-writing,United States,"When you're needing written content, whether creative or formal, or you need help putting a design on paper, you want to work with someone with experience and credibility. As a Public Relations and Marketing professional who has been in the industry for more than 10 years, I understand the importance of publishing quality written content and unique creative designs. I am native English-speaking, with a B.A. in Public Relations, minor in English Literature. I have strong writing skills including AP Style, SEO writing, formal writing and creative writing, and I am diligent proof reader and editor. I also love creative design and am a self-taught Photoshop and InDesign user. I am extremely organized, detail-oriented and am extremely driven to finish deadline's on-time. If you're looking for a content writer, proofreader, or a graphic designer, I would love the opportunity to work with you on your project. Contact me today!",Wesley Lucas,2017-02-23,20.0,"February 21, 2017",0,https://www.upwork.com/freelancers/_~016c5a3857f617a766,0,0.0
11915,https://odesk-prod-portraits.s3.amazonaws.com/Users:darthnegrus:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=jk8ISy%2Fm%2FcMfCxaCuYvUlrc1H4g%3D&1483224501522025,Writing,Independent,"Great Writer, at the Right Time.",writing--writing-slang-style--content-writing--creative-writing--copywriting--direct-marketing--sales--social-media-management,United States,"Hello Upworkers,I would describe my work history and professional experience as an ongoing internship in it's 15th year, spanning 360 degrees across customer service, direct sales & marketing, and also social media management and marketing.My lifelong hobby as a creative writer (poetry, short stories, reviews, essays) always coincided nicely in these areas, especially upon starting my own nightlife events company in Miami FL. During roughly three years as founder, manager, and even part of the talent at times, I was able to utilize and sharpen both my verbal and written communication, through non-stop, ""in the trenches"" level immersion in my local patronage, social media followings, and the continuous correspondence with international artists and booking agencies. Through this experience I truly became a polished host, and promoter (marketer) with a keen sense of what people (clients) want within their respective markets.As I'm practiced in a range of writing styles and tone, I will send appropriate samples upon submission to each proposalPeace!",Omar Antonio Stamp,2017-02-23,19.0,"December 17, 2016",0,https://www.upwork.com/freelancers/_~010a9784e4c4da7098,2,0.0
11916,https://odesk-prod-portraits.s3.amazonaws.com/Users:b7c2191d:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=2j9%2BsBXWgeUhxNPcsT4wp7DV%2BwM%3D&1470394499625697,Writing--Sales & Marketing,Independent,"Veteran copywriter. Direct marketing copywriting, sales writing",copywriting--print-advertising--direct-marketing--seo-writing--article-writing--newsletter-writing--sales-writing--b2b-marketing--lead-generation--blog-writing,Canada,"Writing persuasive copy since 1989. Fast, affordable, fluent (in English).Why should you hire me for your Upwork job? Six reasons (below). Im Alan Sharpe, direct response copywriter and copywriting trainer. I craft revenue-generating sales letters, postcards, self-mailers, brochures, websites and landing pages for firms large and small, in Canada, the United States and elsewhere.As a direct response pro, I write copy that generates a measurable return on investment (a positive one, I might add). I specialize in business to business copywriting.1. YOU ATTRACT PROSPECTSSince 1988, over 285 high-tech firms, advertising agencies, direct marketing agencies, non-profits, government departments, businesses and other organizations have retained my services to craft their promotional messages. Many of them found me on the Web, reviewed my credentials, then hired me without delay. You can, too.2. YOU GENERATE LEADSFirst, I learn how your sales representatives close a sale. Then, I work backwards to the initial contact or event that generates that sales lead. I then write your copy so that you sell the next stepwhich is usually to get a leadrather than close the sale. By collaborating with you, I create copy that is right for your situation, your goals, your target audience.3. YOU STAND OUTYour customers are busy. And easily distracted. Theyre bombarded with hundreds of marketing messages a day. Smartphones, tablets, laptops (hey, even people), compete for their limited attention. Thats why my copywriting services help you stand out with compelling copy and targeted messages.4. YOU INCREASE YOUR RESPONSE RATESDo you need to generate leads for your sales force, generate traffic at your trade show booth, drive buyers to your website, introduce new products and services to your customers? Whatever your goal, I craft a promotional piece that addresses your immediate business challenge.5. YOU CRAFT OFFERS THAT MOTIVATE BUYERSI work with your team to craft an offer that meets the eight requirements of all successful offers. A compelling offer is vital to the success of your direct response campaign. I have a good idea of what works, what fails, and what you need to do to craft an offer that generates the response (and conversion) that you need.6. YOU MOVE PROSPECTS ALONG YOUR PIPELINEI write the brochures, white papers, case studies, success stories and special industry reports that you give to prospects who respond to your lead generation piece. I also write customized landing pages that help you qualify prospects and take each one to the next step in your sales process.ABOUT MEI have taught direct response copywriting at the post-graduate level. I taught a 12-week course, Copywriting that Sells, at the University of Toronto School of Continuing Studies. And I was invited for many years to teach a class on direct mail fundraising copywriting at Humber College. I teach highly rated copywriting courses at Udemy.Starting in 1988, I taught myself the craft of advertising copywriting, and worked as a freelance copywriter as well as a senior copywriter for two advertising agencies. I learned the craft of envelope teasers, Johnson boxes, buckslips and segmentations by writing direct mail packages for Apple, Bell Mobility, IBM, Computer Associates, Sun Microsystems and others. After working for a decade as a copywriter, I narrowed my focus to two specialties: writing direct mail letters for businesses, and fundraising letters for non-profits. My clients over the years have included Apple, IBM, Bell, Hilton Hotels, Amnesty International, Habitat for Humanity and Doctors Without Borders.For those who care to know, my copywriting advice appears in marketing textbooks and guides, including Canadian Marketing. 5th ed., Internet Marketing for Less than $500/Year, and Start and Run a Profitable Copywriting Business. I have written five books on copywriting: Breakthrough Fundraising Letters, Mail Superiority, Pushing the Envelope, Lucrative Donor Newsletters and Online Fundraising Secrets. I have co-authored a number of books, including two editions of The Canada Yearbook and two editions of Canada: A Portrait, one of which won awards across Canada.HIRE ME IF YOU CAN'T AFFORD A CHEAPER COPYWRITERMessage me through UpWork. Or invite me to bid on your job.",Alan Sharpe,2017-02-23,19.0,"February 26, 2001",28,https://www.upwork.com/freelancers/_~01ba307e5eab8c7f5d,1,0.0
11918,https://odesk-prod-portraits.s3.amazonaws.com/Users:t_e_lin:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=mIlTnrvuhz8AuSwGcPasco9fuAo%3D&1487821994990427,Writing,Independent,Article Writer,microsoft-office--wordpress,Taiwan,"I am a native English speaker who works as a professional writer with a background in the sciences. I hold a position at a university outside of the U.S. writing and editing academic papers with one year of experience. I would like to transition into writing other subjects.My writing is not confined in the sciences, as I have written for an online gaming website, now defunct, for six months while studying for my Master in Biology. My writing has been featured online and will be featured in academic articles in the near future. I am not confined to just the sciences. I can focus on any content you may need, creative, building, beauty, advertisement, nothing is out of reach for me. Contact me for more information. I look forward to hearing from you! ",Tony Lin,2017-02-24,18.0,"February 23, 2017",0,https://www.upwork.com/freelancers/_~015db213e18eba8961,0,0.0
11920,https://odesk-prod-portraits.s3.amazonaws.com/Users:russkins:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=oIyyqI1c5D855STyQ8m04KgITzQ%3D&1483660951861426,Writing,Independent,Writer and Editor with Food Speciality,editing--nutrition--chef--writing--recipe-writing--product-development--product-design--english-grammar,United States,"I'm an aspiring recipe creator and food writer!For the past four years I've been studying Food Science at the Ohio State University with a minor in entrepreneurship and innovation. My focus has been on food product development.. I've participated in several sponsored product development competitions (Mars, Disney) and taken several courses on food product development and general product design. Additionally, I spent 9 months with Wendy's in Research and Development at their international headquarters, innovating new menu items. Nutrition and cooking are passions of mine.. in my spare time I love trying out new recipes and creating some of my own.Although I've had no academic focus in English, I consider writing and editing to be  major strengths of mine. I've always found it simple to communicate clearly through writing, and I am open to both creative and more analytical, research based writing.",Russ Kinstlinger,2017-02-23,10.0,"January 5, 2017",2,https://www.upwork.com/freelancers/_~01a188ac0b107188d3,3,0.0
11921,https://odesk-prod-portraits.s3.amazonaws.com/Users:hey_dana:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=zdk3SBEO5T6QMXXjsrGUctnB6wo%3D&1485460405987185,Writing,Independent,Writer,writing--copywriting--editing--seo-writing--blog-writing--copy-editing--adobe-indesign--adobe-photoshop--wordpress--social-media-management,United States,"Hello!I am a fairly recent college graduate from the Fashion Institute of Technology who is eager to jumpstart a career in freelance writing and copyediting. Over the past four years, I've been a contributor to my college newspaper, W27 and I served as a managing editor during my final two years. I headed a op-ed column entitled, ""FIT Speaks"" where I divulged in topics ranging in politics, pop-culture and fashion. I also contributed monthly reviews album, concert, film and TV. I am efficient, diligent and have a strong attention to detail. But above all, I believe writing should be fun and that's comes across in my work. ",Dana Heyward,2017-02-16,15.0,"January 26, 2017",4,https://www.upwork.com/freelancers/_~01b78c7a3d5459d3a5,1,0.0
11925,https://odesk-prod-portraits.s3.amazonaws.com/Users:kendraoles:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=HVgf0biSKkhR8INxa9%2Fwi5qVz%2BM%3D&1475851513239964,Writing,Independent,eBook writing and proofreading.,creative-writing--content-writing--article-writing--editing--proofreading--ebook-writing,United States,"I write with an aim of building and going further my writing career. I write full time and I draw a lot of experience from journalism and media editing and formatting, were my skills and professionalism has been tested often.I am passionate in writing and conducting research, which also to mention is more than my area of specialty but also it is drawn right from within. In addition, I offer original work with zero tolerance that is checked and proofread. I always use copyscape as a plagiarism checker. I embrace time-conscious approach working on one order at a time, and more importantly, impeccable grammar guarantee I use whitesmoke and Grammarly for improvements.Choose me today for quality projects that will definitely be impressive. Thank you.",Kendra Oles,2017-02-22,18.75,"October 7, 2016",0,https://www.upwork.com/freelancers/_~01a55c5af19830ea7e,0,0.0
11927,https://odesk-prod-portraits.s3.amazonaws.com/Users:ashlie222:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=waaJOJVYibEO084K%2BeobJldJ8u0%3D&1487806524548747,Writing,Independent,A Penman For All Purposes.,microsoft-connect,United States,"Writing became such a process of discovery that I couldn't wait to get to work in the morning: I wanted to know what I was going to say. ~Sharon O'BrienJust another author here with a long-held dream of penning her own novel...however, I am also another author who happens to live in reality and doesn't mind taking freelance jobs writing, well, just about anything! You need it written but can't find the right words to make it shine? I will not only write it- I will make it sparkle.Send your jobs my way and I will get them done! Thank you,Ashlie  ",Ashlie Eddinger,2017-02-24,15.0,"February 22, 2017",0,https://www.upwork.com/freelancers/_~01afbe9c85dd5a3426,3,0.0
11928,https://odesk-prod-portraits.s3.amazonaws.com/Users:_sonofthed_:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=EMVaqxc0eq5BY29SnbhbLHhdEoI%3D&1486345107694660,Writing,Independent,Professional Journalist and Writer,article-writing,United Kingdom,"I have eleven years' experience in the field of writing. I was an avid reader as a child, and I started writing my own novel when I was six years old. My mother always said that I was creative, even as a boy. In my teens I trained as a journalist for nearly four years before I got an internship as a journalist for three years. I have excellent spelling and grammar and a complete command of the English language. It's my dream to be a writer, and if you need something written, edited or tweaked, I'm always the right man for the job. ",Aster Phoenix,2017-02-23,15.0,"February 6, 2017",0,https://www.upwork.com/freelancers/_~01b129b8d66e8f259d,0,0.0
11944,https://odesk-prod-portraits.s3.amazonaws.com/Users:emily_moore0086:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=jrvBW8ekPJ9aqKWX0GxmMkIlhSw%3D&1487282348151475,Writing,Independent,Writing and Proofreading Professional,creative-writing--article-writing--editing--proofreading,United Kingdom,"I am a writer who has good command over the English language. I have over four years professional experience in writing for various categories. I have worked with different firms offering the best solutions to client needs, that have been loved by many. My portfolio speaks for itself with a mix of both exprience and passion.I am a patient person and one of my ethical abilities is to get to know what a client really wants and work diligently towards ensuring client satisfaction.I am sensitive to deadlines and have a good turn-around time ensuring that work is delivered in time.",Emily Moore,2017-02-24,15.0,"February 16, 2017",3,https://www.upwork.com/freelancers/_~01efc5e8eceeb778f5,1,0.0
11950,https://odesk-prod-portraits.s3.amazonaws.com/Users:mrbrompton:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=KKV6fSU2Lt%2FfE6rELe17HnBtAxo%3D&1485289630999325,Writing,Independent,Creative Writer,html--css--javascript--writing,United Kingdom,"A creative writer looking to gain experience and expand my knowledge, new to upwork just checking things out.",Matthew Brompton,2017-02-21,12.0,"January 11, 2017",0,https://www.upwork.com/freelancers/_~0169c52b7eb8725761,1,0.0
11954,https://odesk-prod-portraits.s3.amazonaws.com/Users:stephanie_zarate:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=17hReQiTWucRiMzIA7DZqP7sFU8%3D&1486444343415222,Writing,Independent,"personal assistant, customer service, blog writer.",internet-research--photography--customer-service--virtual-assistant,United States,I'm experienced in customer service and assisting others. I am also in college pursuing a BA in business management. I pay attention to detail and work well alone or with in a team.,Stephanie Zarate,2017-02-22,14.5,"January 13, 2017",0,https://www.upwork.com/freelancers/_~0125a784815e6ebd5a,1,0.0
11955,https://odesk-prod-portraits.s3.amazonaws.com/Users:loristill:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=PkI0xdu2%2FItlK4f1LjIyJ7qtDjE%3D&1485908126961014,Writing,Independent,Writing Guru,content-writing--copy-editing--creative-writing--editing--editorial-writing--english-grammar--english-proofreading--english-spelling--proofreading,United States,I have a BA in English language and literature and a Masters of Teaching degree in secondary education. I have been teaching for ten years and enjoy editing and proofing as an additional source of income. ,Lori Still,2017-02-16,30.0,"January 31, 2017",1,https://www.upwork.com/freelancers/_~0171361db6eac4b254,0,0.0
11956,https://odesk-prod-portraits.s3.amazonaws.com/Users:holley4734:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=mXfejgW8wbDdSGamQ6%2BhUUa8Le8%3D&1487282437526606,Writing,Independent,Blog Writer and Copy Editor,blog-writing,United States,"I have been blogging for three years. During that time, I have acquired experience with social media. I was also an editorial assistant for two years at a weekly newspaper. ",Holley Perry,2017-02-17,20.0,"February 16, 2017",1,https://www.upwork.com/freelancers/_~017559582d8fa15002,0,0.0
11957,https://odesk-prod-portraits.s3.amazonaws.com/Users:fr_2017:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=xHHSKzoL4NKW2oJ%2B8xK0hf72CMA%3D&1485853574086226,Writing,Independent,Content Writer,editing--copywriting--research--content-writing--blog-writing--technical-writing,Romania,Freelance writer with an academic background in Journalism. Over six years of experience in communication/public relations/creative writing. Fluent in four languages.,Cristina Mogildea,2017-02-17,30.0,"January 24, 2017",0,https://www.upwork.com/freelancers/_~0181ee97c693f9ee6c,0,0.0
11961,https://odesk-prod-portraits.s3.amazonaws.com/Users:carmona-patricia:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=zwuBOUqgwYhgKnhYQPeH3Ky%2F%2FhE%3D&1483102844965332,Writing,Independent,Professional E-book writer,article-writing--ebook-writing--english-proofreading--content-writing--creative-writing--editing,United States,"I am a native English speaking, professionally trained with a degree in philosophy and book writing. With 6 years experience in writing.I have a talent for words that excite and educate.If you are looking for professionalism hire me and you will not be disappointed.",Patricia Carmona,2017-02-20,15.0,"December 30, 2016",0,https://www.upwork.com/freelancers/_~015f2149a5007bda60,0,0.0
11963,https://odesk-prod-portraits.s3.amazonaws.com/Users:raju_sir:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=0SY9uGqSje%2BEIp2%2Fpa71l3fAiLw%3D&1486722449841833,Writing,Independent,A blog writer,blog-writing--sms,Nepal,"I have been writing different blog contents for two years now. Most of the articles, authored by me, are already appreciated. And many of my clients are satisfied with my articles.I would be very happy if I get more opportunities. Looking forward to hearing from you.",Rajendra Sapkota,2017-02-10,20.0,"February 9, 2017",0,https://www.upwork.com/freelancers/_~01c34b43e554e91eb1,0,0.0
11966,https://odesk-prod-portraits.s3.amazonaws.com/Users:gabriela_moore:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=9NH7UN2L83JfMmLqf6ZDBkdWQxo%3D&1486905837486414,Writing,Independent,Versatile Freelance Writer,creative-writing--article-writing--blog-writing--copywriting--content-writing,United Arab Emirates,"I am a professional freelance writer, I write articles, blog posts, essays, creative nonfiction, and fiction. I have three years of experience and been published in major publications and magazines.",Gabriela Moore,2017-02-12,14.0,"February 12, 2017",1,https://www.upwork.com/freelancers/_~017f0d1f5d26158bdb,0,0.0
11968,https://odesk-prod-portraits.s3.amazonaws.com/Users:cici1978:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=iC1COcu%2BuO%2FA4HQRBffrEW7oa2w%3D&1487765070441092,Writing,Independent,Reliable article writer,ms-office-365--google-apps--google-docs,United Arab Emirates,I have a Masters degree in education and 8 years experience teaching English. I would like to focus on writing or proofreading from home. I also have a BSc in pharmacy which gives me a good background for writing relating to medical issues.,Claire Strauch,2017-02-23,25.0,"February 5, 2017",1,https://www.upwork.com/freelancers/_~0182986b4cf0c41384,1,0.0
11969,https://odesk-prod-portraits.s3.amazonaws.com/Users:chris_m_h:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=2s0gonPnptJxojADOxzO%2BgJeiCc%3D&1485986905449817,Writing,Independent,Award-winning journalist and editor,writing--press-release-writing--research--blog-writing--copywriting--editing--copy-editing--ap-style-writing,United States,"As a full-time newspaper reporter, I work on deadline to write compelling stories that are read by tens of thousands of people. If you're looking for a professional with proven experience in writing, editing, in-depth research, public relations and social media, let's work together.",Christopher H.,2017-02-22,20.0,"February 1, 2017",0,https://www.upwork.com/freelancers/_~01ef2abf73c456c952,0,0.0
11970,https://odesk-prod-portraits.s3.amazonaws.com/Users:daniyalrashed777:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=X7o29c8Q4Bg8qJ%2Bs17Z56jb6l7s%3D&1486927576691075,Writing,Independent,civil engineer,building-estimation--quantity-surveying--resume-writing--blog-writing,Pakistan,"Civil Engineering Student in COMSATS institute of information and technology,Pakistan. I know a MS word , Powerpoint , planswift , MS Excel and also things like proofreading & resume writing.",Daniyal Rashed,2017-02-24,15.0,"January 31, 2017",1,https://www.upwork.com/freelancers/_~016054158b82fc0b6c,3,0.0
11971,https://odesk-prod-portraits.s3.amazonaws.com/Users:drewburns17:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=5e9cA1gCItyf8azH4ZSMduO7vZs%3D&1485624018241141,Writing--Sales & Marketing--Design & Creative,Independent,Marketing Coordinator,social-media-marketing--content-writing--blog-writing--article-writing--presentations,United States,"I have worked with many different businesses and nonprofits in different Marketing capacities.  I have experience in web development, content and blog development, social media management, graphic design and creating strategic marketing plans.  I enjoy writing freelance and have experience writing on a wide variety of topics. ",Drew Burns,2017-02-23,20.0,"January 28, 2017",0,https://www.upwork.com/freelancers/_~01c4efbca6c1d96a3f,0,0.0
11972,https://odesk-prod-portraits.s3.amazonaws.com/Users:soumtt:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=v%2FexKY5O7suDW1xEFFshMdN2YKE%3D&1487750189480600,Writing,Independent,Research writer on Humanities and Social Sciences,microsoft-word--copy-editing--qualitative-research--creative-writing,India, I am an academic and research oriented writer. I have some experience in content writing. I take work related to editing too. I will meticulously work on your projects to give you the best results in a time-bound manner.,Soumit Basu,2017-02-24,17.0,"January 3, 2017",0,https://www.upwork.com/freelancers/_~01f8e2ef87ee0dc740,1,0.0
11974,https://odesk-prod-portraits.s3.amazonaws.com/Users:tnlevin:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=%2Fxv7%2FNvKR1r%2FuoFuS0yji1a6ync%3D&1487022624977608,Writing,Independent,"Editor, Copyeditor, and Writer",copy-editing--writing--proofreading,United States,"I am a native English speaker with a BA in History and Russian Studies. In addition to my experience writing and editing academic papers, I worked in the newsroom at Forbes writing and copyediting a variety of content on a strict deadline. ",Tim Levin,2017-02-19,25.0,"February 13, 2017",0,https://www.upwork.com/freelancers/_~016682317baa97d9e3,0,0.0
11975,https://odesk-prod-portraits.s3.amazonaws.com/Users:carlosalbuu_:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=nDR4rjIRtVwtsRZ1W9i7xC7ZjT0%3D&1487287179654880,Translation--Writing--Admin Support,Independent,"Blog, Desenvolvedor movel",vcita--adobe-pdf--photoscape--ios-development,Brazil,"I have super experience in English, and I was already intern.I am super attentive and do any work.If you hire me, you will not regret it.",Carlos Albuquerque,2017-02-17,10.0,"February 16, 2017",0,https://www.upwork.com/freelancers/_~01de7c31ea741c226d,0,0.0
11977,https://odesk-prod-portraits.s3.amazonaws.com/Users:kahanskynicole:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=G3rMJPunFzc39zm0erSKIFH4tsg%3D&1486838680013873,Writing,Independent,Creative Writer with a knack for PR,communications--editing--public-relations--social-media-management--writing--microsoft-word--microsoft-excel,Canada,"During the day I work at a PR agency, specializing in health and wellness. I have a passion for creative writing, and am experienced in academic, online, social, and PR writing. I'm interested in projects that will be creatively and technically challenging. Let's connect!",Nicole Kahansky,2017-02-19,30.0,"February 11, 2017",0,https://www.upwork.com/freelancers/_~01db51d6d333a90ccd,0,0.0
11978,https://odesk-prod-portraits.s3.amazonaws.com/Users:g_s_x:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=2ey2qQ%2BVRvbch%2Bds%2Bu7GmU%2FydPs%3D&1486646603705857,Writing,Independent,Copywriter and Translator ENG-ITA,creative-writing--ghostwriting--copywriting--seo-writing--translation--proofreading--blog-writing--content-management-system--article-writing,Italy,"Native italian-speaking, Master of Science (Summa cum Laude). Experienced in copywriting, translation (from English to Italian), ghostwriting, speech writing, content management, SEO writing.",Giuseppe Scaperrotta,2017-02-22,25.0,"February 9, 2017",0,https://www.upwork.com/freelancers/_~01614a8ec4fb571f22,0,0.0
11982,https://odesk-prod-portraits.s3.amazonaws.com/Users:el-sherbiny:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=IjcG23sCpRBHS9ceUS6YXlOV5lA%3D&1486795871494283,Translation--Writing,Independent,An all purpose writer and  academic researcher for basic researches,wordpress--blog-writing--blog-commenting--writing--translation--data-entry--mobile-app-testing--research-papers--medical-writing,Egypt,"Title: an all purpose writer and academic researcher for basic researches Education:  pharmacy student Study field: medicine & basic medical researches Skills: blogging, creative witting, translation, research papers, medical information.Interests: everything in life is interesting. ",Marwan EL-Sherbiny,2017-02-22,10.0,"February 11, 2017",0,https://www.upwork.com/freelancers/_~01eabcf2f20396340d,0,0.0
11983,https://odesk-prod-portraits.s3.amazonaws.com/Users:taloha:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=2VMIXTZm%2FqD3%2FI36mkWoqwg8NEI%3D&1486918176698711,Writing,Independent,Professional Writer,article-writing--article-rewriting--creative-writing,United States,"As a professional freelance writer for over seventeen years and a published author for fifteen years, I have a variety of different writing experience. My work experience ranges from ghostwriting projects, articles, travel writing, and proofreading. In addition, I have worked on a variety of creative writing tasks. ",Tamara Montoya,2017-02-24,25.0,"February 12, 2017",0,https://www.upwork.com/freelancers/_~014430fb11b4648913,0,0.0
11984,https://odesk-prod-portraits.s3.amazonaws.com/Users:rohan107:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=ehbrfH3LQ%2FonfwSF706I4yp43DQ%3D&1487126662672271,Writing--Admin Support--Data Science & Analytics--Sales & Marketing,Independent,Life Science Writer with Marketing & Lead Generation Experience,scientific-writing--market-research--data-entry--biotechnology--medical-writing,United States,"I am a Life Science professional with a Master's degree in Applied Biotechnology, along with 3+ years of direct experience in writing and reviewing scientific literature as well as market reports for the life science, pharmaceutical and medical device industries.",Rohan Mondkar,2017-02-16,12.0,"February 15, 2017",0,https://www.upwork.com/freelancers/_~01d5caf8777dc1c93f,0,0.0
11985,https://odesk-prod-portraits.s3.amazonaws.com/Users:estherfoxx:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=8Pyot6BzcAgKXUPK95yHTPmDSzk%3D&1487586763650822,Writing,Independent,Creative professional Writing,itsm--transcription--social-media-marketing--creative-computer-services-aloha--email-marketing--writing,United Kingdom,"Since 2014 I have been writting articles for the local newpaper, each being different and inspired from the community. I have creative writing skills and MS skills.",Esther Adebowale,2017-02-23,15.0,"February 19, 2017",0,https://www.upwork.com/freelancers/_~01dc55eb8825ae613a,0,0.0
11986,https://odesk-prod-portraits.s3.amazonaws.com/Users:bilaljamal01:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=ZQFh41erJ4mxQuy2fwBbTh3kFjY%3D&1487613971272142,Writing--Translation,Independent,Article Writing Expert ( Variety of topics ),proofreading--translation--english--typing,Pakistan,"**SKILLS**-An expert in article writing.-Complete command on English Language.-Can translate any language to English without any grammar mistakes or spelling mistakes ensuring that the content remains the same.-Efficient proofreader for articles and assignments.-Can convert handwritten transcripts into proper, organised Microsoft Word documents.",Bilal Jamal,2017-02-23,15.0,"February 19, 2017",0,https://www.upwork.com/freelancers/_~019c9f73d52da8ba35,1,0.0
11987,https://odesk-prod-portraits.s3.amazonaws.com/Users:madelinehmiele:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=%2BJtDEidYb0aqgATkvULADxRKL4w%3D&1487772730242629,Writing--Design & Creative,Independent,creative writing and freelance artist,creative-writing--arts-and-crafts--graphic-design--lettering--photography--editing,France,"I am a student living abroad. Having studied both writing and art, I have experience completing projects using creativity and originality. I have experience shooting and editing photographs for professional dance companies as well as writing articles for various online platforms. ",Madeline Miele,2017-02-22,20.0,"February 22, 2017",0,https://www.upwork.com/freelancers/_~01b3543aad8219125d,0,0.0
11989,https://odesk-prod-portraits.s3.amazonaws.com/Users:alexwalkeraw:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=8dwlIAjOWND7eyj7WXg7PWR8tx0%3D&1487256595160733,Writing,Independent,Content Writer,creative-writing--editorial-writing--ghostwriting--humor-writing--news-writing-style--proofreading--short-story-writing,Sweden,"I'm a native english and swedish speaking student, extremely proficcient in writing but with limited experience, ready to provide a fresh and unique perspective as a content writer. A dedicated worker.Will gladly sumbit portfolio and clips. I look forward to hearing from you.",Alexander Walker,2017-02-23,12.5,"February 16, 2017",0,https://www.upwork.com/freelancers/_~011d485f3e87309130,0,0.0
